"V1","V2","V3","V4","V5","V6","V7","V8","V9"
25.4689655172414,25.4615,22.8489473684211,23.4412,23.1905,22.56625,22.2992,22.0082142857143,22.8811111111111
21.9413636363636,23.0157142857143,22.7075,22.5823529411765,21.8146666666667,22.2614285714286,21.2307142857143,21.79,21.4833333333333
22.5023913043478,20.2225,23.18,23.9684210526316,24.244347826087,23.5142857142857,25.6816,24.6960714285714,21.3686363636364
22.4714814814815,24.038,24.26,23.1088888888889,23.72125,23.9133333333333,25.4680952380952,25.3433333333333,26.2483333333333
22.7286206896552,20.7966666666667,23.565,24.8712,25.27,23.674,23.829,23.5668965517241,26.3791666666667
20.8387804878049,23.3510526315789,22.8617647058824,22.5922727272727,22.4822222222222,23.1153846153846,23.8476923076923,24.6736363636364,24.746
24.2278125,23.626,24.0433333333333,24.74,26.426875,23.7855,24.7222727272727,23.9786956521739,22.8545
20.9827450980392,23.1458333333333,23.6126086956522,24.1872727272727,23.8968421052632,23.7661111111111,25.3742857142857,25.8057894736842,26.402962962963
24.0943181818182,24.5257142857143,24.8053846153846,25.0865217391304,27.0863636363636,24.9979166666667,26.1044444444444,25.0230434782609,24.6180769230769
21.7208888888889,22.7929166666667,23.1642857142857,24.151,24.4372,24.5354166666667,25.6136842105263,26.77,22.614
21.5104545454545,21.6285,22.5420833333333,23.0085,22.0128,21.0758333333333,21.662,21.705,21.5755
21.8660714285714,22.9313043478261,23.2507142857143,23.9388,24.92,23.7382352941176,24.6159259259259,24.6743333333333,25.5288888888889
21.5051162790698,21.8952631578947,22.6223529411765,22.2879166666667,24.8163157894737,22.5471428571429,24.978275862069,24.1952173913043,25.5609523809524
21.8708571428571,22.1378947368421,22.2376470588235,22.5469230769231,23.7388888888889,24.085625,26.0712,26.0839285714286,27.0438888888889
20.8181666666667,23.3617647058824,23.6218181818182,22.7172,25.4125,21.5925,21.2019047619048,20.6492307692308,21.9740909090909
22.7302040816327,23.6966666666667,23.2942857142857,23.182,24.536,22.959,26.0447826086957,24.9733333333333,25.247
22.7268292682927,23.162,23.9138888888889,23.5777272727273,25.2526086956522,23.0284615384615,24.8077777777778,23.2012,24.4817647058824
22.1641025641026,21.671875,22.318,23.9602839838153,24.1943818365484,24.6540822273544,25.4680952380952,25.3364285714286,26.3894736842105
20.8021739130435,22.4991666666667,21.8521052631579,23.5940909090909,23.3211111111111,23.8588235294118,24.5838095238095,22.2042307692308,21.3756
23.4166666666667,22.8811111111111,24.0021052631579,24.2129411764706,23.9082142857143,24.1669230769231,24.9264,27.618275862069,31.0583333333333
22.005,23.4025,21.595625,23.9159090909091,22.4461904761905,22.13,23.3964285714286,21.1852,21.1073076923077
20.8195348837209,21.4517647058824,21.7273684210526,22.3146153846154,23.0273684210526,24.06,25.0039130434783,24.5755,26.9181818181818
20.9648484848485,21.3085714285714,20.7542857142857,23.2988,23.7716666666667,24.8507142857143,26.455,23.2222222222222,22.24875
23.8866666666667,23.69,22.7807142857143,24.819696969697,25.3618181818182,25.19,25.8333333333333,26.1934482758621,25.8963636363636
22.160243902439,24.702,25.0283333333333,25.1545,23.1217391304348,23.9225,25.1756,24.4396875,26.3355
23.7188095238095,24.1547058823529,23.3738888888889,22.7927586206897,23.7161111111111,24.1428571428571,25.1182142857143,24.6634482758621,27.0140909090909
22.9270731707317,23.8505263157895,23.3153333333333,25.4544444444444,25.407037037037,28.26125,25.7113793103448,23.3496774193548,23.8190476190476
23.8792857142857,24.0678571428571,25.1936363636364,24.5805,24.9372,25.2841666666667,24.5506666666667,24.4376,24.2966666666667
23.0175862068966,24.1055555555556,24.1352941176471,24.82,24.8566666666667,24.628,24.8644444444444,22.8794117647059,21.7436842105263
23.70125,24.2805882352941,23.4968421052632,23.3907692307692,23.468,23.8892857142857,25.1488461538462,24.9311538461538,25.1981818181818
22.3571428571429,25.3264285714286,26.0252380952381,25.3952,26.2931578947368,24.5706666666667,26.2444,25.0341379310345,24.205
24.6702040816327,24.1553846153846,25.0022727272727,24.0554545454545,25.1039130434783,23.955,26.352,25.915,25.936
22.0171428571429,23.425,22.6271428571429,22.945,22.3823529411765,22.326,25.2985714285714,24.0476923076923,21.654347826087
24.7193243243243,25.184375,23.9233333333333,23.9016666666667,25.0213636363636,24.2816666666667,26.2495652173913,25.5792,25.8681818181818
23.4415384615385,24.0766666666667,23.3617647058824,24.8805263157895,24.2608333333333,25.0945,24.2031578947368,24.1676,23.9665
24.7474418604651,24.5445454545455,24.13,25.7582352941176,25.8540740740741,25.3685714285714,27.3920833333333,24.161724137931,26.9785714285714
21.6605882352941,26.8711111111111,26.4681818181818,26.055625,24.6095238095238,26.008,25.2457142857143,25.3695454545455,25.1111111111111
23.7282051282051,24.6415789473684,23.7446666666667,24.0039285714286,23.5016666666667,25.5178571428571,27.7095652173913,26.29125,27.612962962963
23.1753333333333,24.6733333333333,25.6383333333333,24.9178947368421,25.2784210526316,24.920625,25.7782608695652,24.1113793103448,24.0088888888889
24.4334090909091,23.015,23.3275,20.91,22.8,24.9985714285714,25.8369565217391,26.144,26.1416666666667
23.4289743589744,25.8683333333333,25.2206666666667,26.0290476190476,25.2910526315789,27.2342857142857,26.4457692307692,22.3507692307692,22.3666666666667
27.078064516129,23.5275,23.8417647058824,24.2011111111111,23.34875,24.1376470588235,27.852,27.2094444444444,26.7534615384615
21.60875,22.8321052631579,23.8703846153846,24.2213043478261,23.8895,23.515625,24.6191666666667,22.492,22.6242857142857
22.15,25.8542857142857,25.1032352941176,24.6435714285714,24.2028571428571,24.4841935483871,26.2294117647059,26.35,27.4963157894737
22.7929230769231,21.5465,21.5597222222222,23.3405128205128,24.5230434782609,25.2188,24.1609090909091,22.5520689655172,23.1947826086957
24.8678723404255,26.125652173913,25.9352173913043,23.7553333333333,23.7020408163265,25.0285106382979,26.9586666666667,24.9505555555556,26.2381818181818
20.9,21.3266666666667,25.770625,25.4395238095238,24.1663636363636,24.0371428571429,21.7086666666667,20.326,24.7994444444444
23.2733333333333,26.7033333333333,24.5411111111111,23.1269230769231,24.098,25.8934482758621,27.19,23.6394736842105,25.115
21.90625,22.5914285714286,22.8064705882353,23.6604347826087,25.0903448275862,25.3348275862069,24.5133333333333,22.3133333333333,20.8853846153846
22.76,26.418,25.043125,24.9444444444444,24.4364516129032,25.5267857142857,27.0738095238095,25.3011111111111,26.6166666666667
22.7125,23.5457142857143,23.9333333333333,25.51,25.4243333333333,24.9740740740741,25.3345,22.426,21.488
25.4172727272727,23.5254545454545,24.7430769230769,24.8142105263158,25.1473913043478,25.7740909090909,26.5469230769231,25.882,26.088
22.6835714285714,23.4466666666667,22.0507142857143,22.9728571428571,23.9489473684211,23.5718181818182,22.600625,21.6888235294118,22.1883333333333
22.534,24.7972727272727,23.1855555555556,23.9566666666667,23.1625,23.836875,25.7625,25.0385714285714,25.6911111111111
20.775,22.4513333333333,23.4472222222222,23.4395454545455,25.2314285714286,24.4352173913043,22.6733333333333,21.22,21.9071428571429
27.23625,24.9215384615385,23.3921428571429,24.9142857142857,25.2333333333333,26.4913636363636,27.4013333333333,24.5741176470588,27.4233333333333
22.881875,25.0493333333333,24.94,25.2514285714286,25.8517857142857,25.9451851851852,25.5552631578947,21.4915,21.0376923076923
24.283125,25.5115384615385,26.0433333333333,25.672,24.4380952380952,25.2047619047619,26.59375,25.2270588235294,26.82
22.29,23.1,23.861875,24.6190476190476,25.2116666666667,24.5882608695652,23.8157894736842,22.8452941176471,23.2085714285714
25.13875,26.8733333333333,24.77,25.4011111111111,25.9168181818182,27.0135294117647,28.0623076923077,26.4507692307692,24.6475
21.9588235294118,25.4915384615385,23.5984615384615,25.0504347826087,25.4238461538462,25.0616666666667,25.0252631578947,23.652380952381,24.61
24.2153333333333,24.1177777777778,24.305,24.8595454545455,24.976,25.8668181818182,27.2133333333333,26.7411111111111,27.2371428571429
22.0864285714286,23.6733333333333,22.95,23.997619047619,25.2323076923077,25.0573684210526,24.7954545454545,21.9572727272727,21.87
25.5561538461538,25.4125,24.752,25.4495238095238,25.1168,25.7890909090909,27.0846153846154,25.9106666666667,28.46
